104.00
104.35
107.90
109.05
109.80
110.95
116.65
117.05
136.60
137.55
137.80
148.95
159.35
159.55
175.15
187.75
198.45
200.55
202.55
202.95
206.35
206.65
209.05
215.60
215.85
